iteration,n,duration
257,1,23.768855810165405
258,1,23.825711011886597
259,1,23.88698935508728
260,1,23.953487396240234
261,1,24.022429704666138
262,1,24.0927836894989
263,1,24.16181254386902
264,1,24.308086156845093
265,1,24.37250304222107
266,1,25.03667426109314
267,1,25.185667514801025
268,1,25.253598928451538
269,1,25.31969904899597
270,1,25.44721007347107
271,1,25.503687620162964
272,1,25.562530994415283
273,1,25.628270864486694
274,1,25.685282230377197
275,1,25.748570442199707
276,1,26.520559310913086
277,1,26.658495903015137
278,1,26.723174571990967
279,1,26.78516149520874
280,1,26.901111841201782
281,1,26.970861673355103
282,1,27.037710666656494
283,1,27.15536904335022
284,1,27.2220401763916
285,1,27.293030500411987
286,1,28.039072513580322
287,1,28.224969387054443
288,1,28.29030704498291
289,1,28.370508432388306
290,1,28.43659996986389
291,1,28.51117467880249
292,1,28.64643144607544
293,1,28.70973563194275
294,1,28.76505208015442
295,1,28.819063663482666
296,1,28.882370471954346
297,1,28.943285942077637
298,1,29.017114639282227
299,1,29.808696508407593
300,1,29.9626886844635
301,1,30.02568030357361
302,1,30.73302984237671
303,1,30.980774402618408
304,1,31.060686111450195
305,1,31.132357358932495
306,1,31.202077627182007
307,1,31.274399280548096
308,1,31.35127568244934
309,1,31.425466775894165
310,1,31.48740267753601
311,1,31.55713152885437
312,1,31.62360167503357
313,1,31.7076518535614
314,1,31.79364323616028
315,1,31.865379333496094
316,1,31.93553352355957
317,1,32.019312381744385
318,1,32.08308982849121
319,1,32.14603281021118
320,1,32.20529818534851
321,1,32.26277565956116
322,1,32.32897639274597
323,1,32.39597010612488
324,1,32.45753884315491
325,1,32.520103931427
326,1,32.58800196647644
327,1,32.74974608421326
328,1,32.80910921096802
329,1,32.8669228553772
330,1,32.93053364753723
331,1,32.99388384819031
332,1,33.05694079399109
333,1,33.11800575256348
334,1,33.17811560630798
335,1,33.24508309364319
336,1,33.31100511550903
337,1,33.389440298080444
338,1,33.53702235221863
339,1,33.59369468688965
340,1,33.650938272476196
341,1,33.715460777282715
342,1,33.773083448410034
343,1,33.83205795288086
344,1,33.88808465003967
345,1,33.954588651657104
346,1,34.01953172683716
347,1,34.0956666469574
348,1,34.17145085334778
349,1,34.319939851760864
350,1,34.38569498062134
351,1,34.444045543670654
352,1,34.50221848487854
353,1,34.564982891082764
354,1,35.33534288406372
355,1,36.08275032043457
356,1,36.935664653778076
357,1,37.112809896469116
358,1,37.91021513938904
359,1,38.093491554260254
360,1,38.155275106430054
361,1,38.88989520072937
362,1,39.739314794540405
363,1,40.52301049232483
364,1,41.22356986999512
365,1,41.344172954559326
366,1,42.02147078514099
367,1,42.15906548500061
368,1,42.2343213558197
369,1,42.962143659591675
370,1,43.77958941459656
371,1,43.919686794281006
372,1,43.983465909957886
373,1,44.04490900039673
374,1,44.16452169418335
375,1,44.21951937675476
376,1,44.28057098388672
377,1,44.34226322174072
378,1,44.40552115440369
379,1,44.474104166030884
380,1,44.53934836387634
381,1,44.604830265045166
382,1,44.661885261535645
383,1,44.728774547576904
384,1,44.80399799346924
385,1,44.9690203666687
386,1,45.02593946456909
387,1,45.08792209625244
388,1,45.154176473617554
389,1,45.220298528671265
390,1,45.28983426094055
391,1,45.348788261413574
392,1,45.41295313835144
393,1,45.475289821624756
394,1,45.54679846763611
395,1,45.61736583709717
396,1,45.77667951583862
397,1,45.83928298950195
398,1,45.898574352264404
399,1,45.96159482002258
400,1,46.01852226257324
401,1,46.07950568199158
402,1,46.14242148399353
403,1,46.22132325172424
404,1,46.307273864746094
405,1,46.398242712020874
406,1,46.47182750701904
407,1,46.672155141830444
408,1,46.76032614707947
409,1,46.84365940093994
410,1,46.933354139328
411,1,47.03365683555603
412,1,47.12930226325989
413,1,47.2388231754303
414,1,47.35413122177124
415,1,47.46537733078003
416,1,47.55533003807068
417,1,47.6517379283905
418,1,47.745850563049316
419,1,47.83240056037903
420,1,47.923489809036255
421,1,48.039222240448
422,1,48.13817095756531
423,1,48.24013590812683
424,1,48.33159399032593
425,1,48.43168354034424
426,1,48.52363705635071
427,1,48.60551929473877
428,1,48.70321440696716
429,1,48.78563404083252
430,1,48.88093900680542
431,1,48.99012279510498
432,1,49.0793936252594
433,1,49.16693329811096
434,1,49.25321674346924
435,1,49.33725833892822
436,1,49.43678641319275
437,1,49.51817226409912
438,1,49.60452628135681
439,1,49.6913537979126
440,1,49.778894901275635
441,1,49.85483193397522
442,1,49.937753677368164
443,1,50.01944899559021
444,1,50.103816509246826
445,1,50.18182587623596
446,1,50.263386726379395
447,1,50.35410690307617
448,1,50.46993827819824
449,1,50.55213737487793
450,1,50.63077092170715
451,1,50.70404100418091
452,1,50.78685450553894
453,1,50.86702060699463
454,1,50.94559168815613
455,1,51.03235197067261
456,1,51.117196798324585
457,1,51.20426821708679
458,1,51.3267617225647
459,1,51.46890187263489
460,1,51.54856991767883
461,1,51.6267147064209
462,1,51.70964741706848
463,1,51.79471945762634
464,1,51.868008852005005
465,1,51.94062900543213
466,1,52.01482105255127
467,1,52.09777474403381
468,1,52.18066644668579
469,1,52.2590868473053
470,1,52.330870151519775
471,1,52.4151132106781
472,1,52.494170904159546
473,1,52.570990800857544
474,1,52.6452476978302
475,1,52.716538190841675
476,1,52.78688621520996
477,1,52.865519523620605
478,1,52.93369507789612
479,1,53.01841115951538
480,1,53.08951950073242
481,1,53.166929960250854
482,1,53.23664045333862
483,1,53.323585987091064
484,1,53.41685438156128
485,1,53.500757455825806
486,1,53.575088024139404
487,1,53.65483236312866
488,1,53.73058080673218
489,1,53.80389642715454
490,1,53.87933111190796
491,1,53.970276832580566
492,1,54.05281376838684
493,1,54.1318097114563
494,1,54.21705508232117
495,1,54.29556465148926
496,1,54.37353014945984
497,1,54.45211362838745
498,1,54.53442406654358
499,1,54.62031841278076
500,1,54.692819595336914
501,1,55.82224726676941
502,1,55.90543484687805
503,1,55.99491548538208
504,1,56.067222595214844
505,1,56.148159980773926
506,1,56.21283555030823
507,1,56.29956245422363
508,1,56.38482403755188
509,1,56.46799564361572
510,1,56.534979581832886
511,1,56.60909676551819
512,1,56.682711124420166
513,1,56.752463817596436
514,1,56.820636510849
515,1,56.89205861091614
516,1,57.12110924720764
517,1,57.19714713096619
518,1,57.26954936981201
519,1,57.34109377861023
520,1,57.42281913757324
521,1,57.50209593772888
522,1,57.58372974395752
523,1,57.66296052932739
524,1,57.748016119003296
525,1,57.84040689468384
526,1,57.915525674819946
527,1,57.99517846107483
528,1,58.07407283782959
529,1,58.144596576690674
530,1,58.224920988082886
531,1,58.29448390007019
532,1,58.357550621032715
533,1,58.41937184333801
534,1,58.47840118408203
535,1,58.55051136016846
536,1,58.611825704574585
537,1,58.673572063446045
538,1,58.73151087760925
539,1,58.868669271469116
540,1,58.92148280143738
541,1,58.995190382003784
542,1,59.15742254257202
543,1,59.22066330909729
544,1,59.278751373291016
545,1,59.342249631881714
546,1,59.40653133392334
547,1,59.462814807891846
548,1,59.52881121635437
549,1,59.59583902359009
550,1,59.7266411781311
551,1,59.783777475357056
552,1,59.84347486495972
553,1,59.91703939437866
554,1,60.06250071525574
555,1,60.1277220249176
556,1,60.18862795829773
557,1,60.25807571411133
558,1,60.321805000305176
559,1,60.38750743865967
560,1,60.45358061790466
561,1,60.623347759246826
562,1,60.69316101074219
563,1,60.76323914527893
564,1,60.832873582839966
565,1,60.8954336643219
566,1,60.96945524215698
567,1,61.040618658065796
568,1,61.10683035850525
569,1,61.17547965049744
570,1,61.237398624420166
571,1,61.31311058998108
572,1,61.385098457336426
573,1,61.455923080444336
574,1,61.62295341491699
575,1,61.69278836250305
576,1,61.769516944885254
577,1,61.84327983856201
578,1,61.907716274261475
579,1,61.99128603935242
580,1,62.06805896759033
581,1,62.14234638214111
582,1,62.21306133270264
583,1,62.30044603347778
584,1,62.381861209869385
585,1,62.44549894332886
586,1,62.52047944068909
587,1,62.61511945724487
588,1,62.69171738624573
589,1,62.769720792770386
590,1,62.84861421585083
591,1,62.93832278251648
592,1,63.01014947891235
593,1,63.085829973220825
594,1,63.17360711097717
595,1,63.26192545890808
596,1,63.3478524684906
597,1,63.43329048156738
598,1,63.508739948272705
599,1,63.59003448486328
600,1,63.68042540550232
601,1,63.76099967956543
602,1,63.83379507064819
603,1,63.91349911689758
604,1,63.98474621772766
605,1,64.05598163604736
606,1,64.12932538986206
607,1,64.21918392181396
608,1,64.29874110221863
609,1,64.38813304901123
610,1,64.4752631187439
611,1,64.55775952339172
612,1,64.62874937057495
613,1,64.69461059570312
614,1,64.77098178863525
615,1,64.8584418296814
616,1,64.94491767883301
617,1,65.0211615562439
618,1,65.08820009231567
619,1,65.1659197807312
620,1,65.27962589263916
621,1,65.36990642547607
622,1,65.45942831039429
623,1,65.54524421691895
624,1,65.62098097801208
625,1,65.69663882255554
626,1,65.7894914150238
627,1,65.87581253051758
628,1,65.9472873210907
629,1,66.0177412033081
630,1,66.0911922454834
631,1,66.17800974845886
632,1,66.2587673664093
633,1,66.33913707733154
634,1,66.42333436012268
635,1,66.5750892162323
636,1,66.66299653053284
637,1,66.73917722702026
638,1,66.81523275375366
639,1,66.89211988449097
640,1,66.96397876739502
641,1,67.04221105575562
642,1,67.1328239440918
643,1,67.20460557937622
644,1,67.28151631355286
645,1,67.3640649318695
646,1,67.45186376571655
647,1,67.53226947784424
648,1,67.61388897895813
649,1,67.6987841129303
650,1,67.78076720237732
651,1,67.85959219932556
652,1,67.93530440330505
653,1,68.02138948440552
654,1,68.11153244972229
655,1,68.19342517852783
656,1,68.26815223693848
657,1,68.35293817520142
658,1,68.44780397415161
659,1,68.52360105514526
660,1,68.6040050983429
661,1,68.68402051925659
662,1,68.77274203300476
663,1,68.84521985054016
664,1,68.92288303375244
665,1,69.00029563903809
666,1,69.08205080032349
667,1,69.15773677825928
668,1,69.2338035106659
669,1,69.30775380134583
670,1,69.39673709869385
671,1,69.47881507873535
672,1,69.55547142028809
673,1,69.63680815696716
674,1,69.72522974014282
675,1,69.79834961891174
676,1,69.88363146781921
677,1,69.96657991409302
678,1,70.05344343185425
679,1,70.13471174240112
680,1,70.22466540336609
681,1,70.31890892982483
682,1,70.40763235092163
683,1,70.49291729927063
684,1,70.57201814651489
685,1,70.64348936080933
686,1,70.72388529777527
687,1,70.80343866348267
688,1,70.88219594955444
689,1,70.96401309967041
690,1,71.04784679412842
691,1,71.13163042068481
692,1,71.21735429763794
693,1,71.29866194725037
694,1,71.38477993011475
695,1,71.46944069862366
696,1,71.55956315994263
697,1,71.63350939750671
698,1,71.71679401397705
699,1,71.790846824646
700,1,71.86892867088318
701,1,71.94970893859863
702,1,72.03031134605408
703,1,72.10976076126099
704,1,72.19000339508057
705,1,72.27846455574036
706,1,72.376624584198
707,1,72.46794414520264
708,1,72.53746819496155
709,1,72.6201605796814
710,1,72.70397639274597
711,1,72.77327847480774
712,1,72.84806394577026
713,1,72.9298107624054
714,1,73.0242862701416
715,1,73.10677576065063
716,1,73.19964981079102
717,1,73.29684853553772
718,1,73.37968468666077
719,1,73.46160078048706
720,1,73.54313731193542
721,1,73.62185835838318
722,1,73.7189130783081
723,1,73.80006122589111
724,1,73.88244080543518
725,1,73.95660352706909
726,1,74.04030632972717
727,1,74.11044836044312
728,1,74.19168543815613
729,1,74.2787458896637
730,1,74.39099192619324
731,1,74.47159028053284
732,1,74.54582023620605
733,1,74.6223497390747
734,1,74.70980787277222
735,1,74.80175542831421
736,1,74.875741481781
737,1,74.9502956867218
738,1,75.02469968795776
739,1,75.10911107063293
740,1,75.19018292427063
741,1,75.27375912666321
742,1,75.3707823753357
743,1,75.46219396591187
744,1,75.53588247299194
745,1,75.66666960716248
746,1,75.77130913734436
747,1,75.84677839279175
748,1,75.91228461265564
749,1,75.98672485351562
750,1,76.08008790016174
751,1,76.16198444366455
752,1,76.23538732528687
753,1,76.30381512641907
754,1,76.37978672981262
755,1,76.45124077796936
756,1,76.5152804851532
757,1,76.5912983417511
758,1,76.7648696899414
759,1,76.82904243469238
760,1,76.89490222930908
761,1,76.97016620635986
762,1,77.04535388946533
763,1,77.13260102272034
764,1,77.20308709144592
765,1,77.27466797828674
766,1,77.3474953174591
767,1,77.43050622940063
768,1,77.50501608848572
769,1,77.68159198760986
770,1,77.74654054641724
771,1,77.813481092453
772,1,77.87995314598083
773,1,77.94860625267029
774,1,78.03336215019226
775,1,78.1277289390564
776,1,78.19356942176819
777,1,78.25959181785583
778,1,78.34148144721985
779,1,78.439124584198
780,1,78.63419127464294
781,1,78.70649361610413
782,1,78.77834463119507
783,1,78.85525178909302
784,1,78.92347192764282
785,1,78.98784613609314
786,1,79.06003046035767
787,1,79.11907768249512
788,1,79.19356727600098
789,1,79.26779413223267
790,1,79.3635184764862
791,1,79.54758834838867
792,1,79.61529111862183
793,1,79.68811988830566
794,1,79.7619879245758
795,1,79.8194317817688
796,1,79.96017408370972
797,1,80.02264857292175
798,1,80.07852220535278
799,1,80.13564491271973
800,1,80.19750142097473
801,1,80.25844860076904
802,1,80.41935706138611
803,1,80.48798608779907
804,1,80.55654430389404
805,1,80.6959023475647
806,1,80.75142645835876
807,1,80.808837890625
808,1,80.87084531784058
809,1,80.93290162086487
810,1,80.99174213409424
811,1,81.04997706413269
812,1,81.1075508594513
813,1,81.25485110282898
814,1,81.31741213798523
815,1,81.3935329914093
816,1,81.53271412849426
817,1,81.59894967079163
818,1,81.66021203994751
819,1,81.72204828262329
820,1,81.77918577194214
821,1,81.84513092041016
822,1,81.91198301315308
823,1,81.97538733482361
824,1,82.03995847702026
825,1,82.09844446182251
826,1,82.16031074523926
827,1,82.23200416564941
828,1,82.38768076896667
829,1,82.46025896072388
830,1,82.5222864151001
831,1,82.58080506324768
832,1,82.63586854934692
833,1,82.69792771339417
834,1,82.76190257072449
835,1,82.92437815666199
836,1,82.98573207855225
837,1,83.05368542671204
838,1,83.12329435348511
839,1,83.2781081199646
840,1,83.34696507453918
841,1,83.41839671134949
842,1,83.49259066581726
843,1,83.56101608276367
844,1,83.63377690315247
845,1,83.70209670066833
846,1,83.77707052230835
847,1,83.84975504875183
848,1,83.92138838768005
849,1,84.00723195075989
850,1,84.20301508903503
851,1,84.2722237110138
852,1,84.33806419372559
853,1,84.39847183227539
854,1,84.45497632026672
855,1,84.5137710571289
856,1,84.58503532409668
857,1,84.64662575721741
858,1,84.70187139511108
859,1,84.7576596736908
860,1,84.81405472755432
861,1,84.95653939247131
862,1,85.01599931716919
863,1,85.1470217704773
864,1,85.2145643234253
865,1,85.29940295219421
866,1,85.39102816581726
867,1,85.46090984344482
868,1,85.53402352333069
869,1,85.6066210269928
870,1,85.6829297542572
871,1,85.75857090950012
872,1,85.83395957946777
873,1,85.90773892402649
874,1,85.98028635978699
875,1,86.0540931224823
876,1,86.12105798721313
877,1,86.18160510063171
878,1,86.2626736164093
879,1,86.33205127716064
880,1,86.40878200531006
881,1,86.47497510910034
882,1,86.53177976608276
883,1,86.59893012046814
884,1,86.65466666221619
885,1,86.71359276771545
886,1,86.87109589576721
887,1,86.9358012676239
888,1,87.00243735313416
889,1,87.07342267036438
890,1,87.14321208000183
891,1,87.20779538154602
892,1,87.3648738861084
893,1,87.43535876274109
894,1,87.49687647819519
895,1,87.56124067306519
896,1,87.62436175346375
897,1,87.68522071838379
898,1,87.74878549575806
899,1,87.8102765083313
900,1,87.8628318309784
901,1,87.9288637638092
902,1,88.10290002822876
903,1,88.15565395355225
904,1,88.2161033153534
905,1,88.2676317691803
906,1,88.31771349906921
907,1,89.04991364479065
908,1,89.81738018989563
909,1,90.61320090293884
910,1,90.77689933776855
911,1,90.84739089012146
912,1,90.91091394424438
913,1,90.98482298851013
914,1,91.05403876304626
915,1,91.11541104316711
916,1,91.19103336334229
917,1,91.2526364326477
918,1,91.30874276161194
919,1,91.3692078590393
920,1,91.427983045578
921,1,91.48814272880554
922,1,91.53861141204834
923,1,91.60790657997131
924,1,91.71787166595459
925,1,91.78997445106506
926,1,91.84865045547485
927,1,91.90740633010864
928,1,92.0428819656372
929,1,92.17058491706848
930,1,92.23773002624512
931,1,92.29941821098328
932,1,92.36809825897217
933,1,92.44011402130127
934,1,92.510733127594
935,1,92.57702803611755
936,1,92.63843584060669
937,1,92.70924639701843
938,1,92.77522325515747
939,1,92.85047745704651
940,1,92.91312432289124
941,1,92.98219799995422
942,1,93.04356837272644
943,1,93.10326147079468
944,1,93.17744135856628
945,1,93.23842287063599
946,1,93.2980387210846
947,1,93.36137866973877
948,1,93.42027592658997
949,1,93.48792386054993
950,1,93.54529237747192
951,1,93.67901277542114
952,1,93.73663759231567
953,1,93.87707543373108
954,1,93.94585108757019
955,1,94.00482416152954
956,1,94.07325625419617
957,1,94.13884663581848
958,1,94.20394110679626
959,1,94.27793097496033
960,1,94.34567856788635
961,1,94.41553807258606
962,1,94.48188972473145
963,1,94.55094790458679
964,1,94.62118792533875
965,1,94.67994928359985
966,1,94.73414373397827
967,1,94.79289031028748
968,1,94.85548758506775
969,1,94.90744686126709
970,1,94.96192193031311
971,1,95.01452302932739
972,1,95.07291150093079
973,1,95.22703886032104
974,1,95.2819459438324
975,1,95.35066294670105
976,1,95.51381850242615
977,1,95.58472943305969
978,1,95.65689587593079
979,1,95.72694110870361
980,1,95.79875993728638
981,1,95.86654543876648
982,1,95.94998812675476
983,1,96.01777291297913
984,1,96.09382843971252
985,1,96.16670250892639
986,1,96.23768067359924
987,1,96.30308198928833
988,1,96.36598777770996
989,1,96.42205786705017
990,1,96.47521233558655
991,1,96.54574918746948
992,1,96.62094378471375
993,1,96.77221703529358
994,1,96.86391806602478
995,1,96.9418797492981
996,1,97.09786772727966
997,1,97.17799711227417
998,1,97.25495982170105
999,1,97.42464685440063
1000,1,97.51021981239319
1001,1,98.65082001686096
1002,1,98.71903657913208
1003,1,98.7903254032135
1004,1,98.85774397850037
1005,1,98.92447400093079
1006,1,99.00326776504517
1007,1,99.08512806892395
1008,1,99.17558431625366
1009,1,99.24473357200623
1010,1,99.30474400520325
1011,1,99.36451888084412
1012,1,99.42760014533997
1013,1,99.48989343643188
1014,1,99.54385828971863
1015,1,99.59924411773682
1016,1,99.65502524375916
1017,1,99.71212363243103
1018,1,99.76839923858643
1019,1,99.83842039108276
1020,1,99.9989492893219
1021,1,100.1419038772583
1022,1,100.22161626815796
1023,1,100.29503011703491
1024,1,100.36533045768738
1025,1,100.4413697719574
1026,1,100.51542806625366
1027,1,100.58435273170471
1028,1,100.65569400787354
1029,1,100.71896505355835
1030,1,100.80256414413452
1031,1,100.87062644958496
1032,1,100.9352810382843
1033,1,100.99599981307983
1034,1,101.05304503440857
1035,1,101.11709475517273
1036,1,101.17101860046387
1037,1,101.2264838218689
1038,1,101.2811930179596
1039,1,101.3417661190033
1040,1,101.40236830711365
1041,1,101.4655191898346
1042,1,101.60510444641113
1043,1,101.66157555580139
1044,1,101.80019521713257
1045,1,101.85517430305481
1046,1,101.91856622695923
1047,1,101.98023009300232
1048,1,102.03537321090698
1049,1,102.10453534126282
1050,1,102.16248369216919
1051,1,102.23178052902222
1052,1,102.30402660369873
1053,1,102.4652669429779
1054,1,102.52719569206238
1055,1,102.58181738853455
1056,1,102.64051342010498
1057,1,102.70090126991272
1058,1,102.76665568351746
1059,1,102.82214450836182
1060,1,102.88683605194092
1061,1,102.96485424041748
1062,1,103.02223563194275
1063,1,103.08231019973755
1064,1,103.2178201675415
1065,1,103.2809431552887
1066,1,103.3434329032898
1067,1,103.41568303108215
1068,1,103.5477249622345
1069,1,103.60487532615662
1070,1,103.65781235694885
1071,1,103.7221348285675
1072,1,103.78861880302429
1073,1,103.8444013595581
1074,1,103.90472173690796
1075,1,104.04778528213501
1076,1,104.10495591163635
1077,1,104.17036986351013
1078,1,104.22699093818665
1079,1,104.35730719566345
1080,1,104.41458439826965
1081,1,104.47761607170105
1082,1,104.53791236877441
1083,1,104.60901165008545
1084,1,104.69204020500183
1085,1,104.75174760818481
1086,1,104.87976002693176
1087,1,104.93667364120483
1088,1,105.00153112411499
1089,1,105.07013154029846
1090,1,105.20411252975464
1091,1,105.26101779937744
1092,1,105.32542777061462
1093,1,105.39187335968018
1094,1,105.45367741584778
1095,1,105.52493786811829
1096,1,105.58371615409851
1097,1,105.65497660636902
1098,1,105.72112941741943
1099,1,105.78206753730774
1100,1,105.84807848930359
1101,1,105.91903805732727
1102,1,105.98368835449219
1103,1,106.04382514953613
1104,1,106.11073350906372
1105,1,106.18060207366943
1106,1,106.25101208686829
1107,1,106.31277871131897
1108,1,106.37737679481506
1109,1,106.4413206577301
1110,1,106.51170349121094
1111,1,106.75249218940735
1112,1,106.80566096305847
1113,1,106.865070104599
1114,1,106.92702651023865
1115,1,106.98124718666077
1116,1,107.05346918106079
1117,1,107.12783789634705
1118,1,107.1900691986084
1119,1,107.24559259414673
1120,1,107.31593346595764
1121,1,107.39512300491333
1122,1,107.54689168930054
1123,1,107.6003589630127
1124,1,107.66513895988464
1125,1,107.72488188743591
1126,1,107.7950427532196
1127,1,107.85063552856445
1128,1,107.9202630519867
1129,1,107.98807430267334
1130,1,108.05279994010925
1131,1,108.11321067810059
1132,1,108.17949533462524
1133,1,108.32775831222534
1134,1,108.40000772476196
1135,1,108.45430660247803
1136,1,108.52303457260132
1137,1,108.58413982391357
1138,1,108.66534614562988
1139,1,108.7347137928009
1140,1,108.80152606964111
1141,1,108.85799384117126
1142,1,108.92395377159119
1143,1,108.98542404174805
1144,1,109.15447998046875
1145,1,109.21416711807251
1146,1,109.2699294090271
1147,1,109.33559846878052
1148,1,109.40600681304932
1149,1,109.4771363735199
